id,subject,topic,question,A,B,C,D,answer,explanation,categoryKey,categoryLabel
829,Data Structures,Graphs,Tree decomposition?,Normal tree,Representing graph as tree for solving NP-hard problems on graphs with low treewidth,Graph coloring,Sorting,B,Tree decomposition enables polynomial solutions for NP-hard problems on restricted graphs,dsa,Data Structures & Algorithms
830,Data Structures,Complexity,Polynomial time algorithms?,Any algorithm,Algorithms running in O(n^k) for some constant k (P class),Exponential only,Factorial only,B,Polynomial time = O(n^k) — tractable class P algorithms,dsa,Data Structures & Algorithms
831,Databases,Architecture,Kappa architecture?,Two layers,Single stream processing layer for both real-time and historical data,Three layers,Batch only,B,Kappa simplifies Lambda by using single streaming layer for all processing,databases,Databases
832,Databases,SQL,Lateral join?,Normal join,Join where right side can reference columns from left side of join,Cross join,Self join,B,LATERAL join allows subquery to reference preceding FROM clause columns,databases,Databases
833,Databases,Architecture,Change Data Capture (CDC)?,Manual sync,Tracking and capturing database changes for replication and event streaming,Backup,Normalization,B,CDC tracks row-level changes for replication event sourcing and audit,databases,Databases
834,Databases,SQL,Window function NTILE()?,Count rows,Divides result set into n groups assigning group number to each row,Rank rows,Sum values,B,NTILE(n) divides ordered result set into n approximately equal buckets,databases,Databases
835,Databases,Architecture,Multi-version concurrency control (MVCC)?,Single version,Maintaining multiple data versions for non-blocking concurrent reads,Locking,No versions,B,MVCC keeps multiple row versions enabling reads without blocking writers,databases,Databases
836,Databases,SQL,Recursive query (CTE) use case?,Simple lookup,Hierarchical data queries like org charts file systems bill of materials,Basic joins,Aggregation,B,Recursive CTEs naturally express hierarchical relationships in SQL,databases,Databases
837,Databases,Performance,Covering index?,Any index,Index containing all columns needed for query avoiding table access,Primary key,Foreign key,B,Covering index includes all query columns enabling index-only scans,databases,Databases
838,Databases,Architecture,Database connection pooling?,Single connection,Reusing existing connections reducing overhead of creating new connections,Unlimited connections,No connections,B,Connection pooling maintains reusable connection pool for efficiency,databases,Databases
839,Databases,SQL,GROUPING SETS?,Simple grouping,Generating results for multiple grouping combinations in single query,Only one grouping,No grouping,B,GROUPING SETS generates output for multiple GROUP BY combinations,databases,Databases
840,Databases,Architecture,Sagas pattern in microservices?,Single transaction,Sequence of local transactions with compensating transactions for failure,Direct transactions,No transactions,B,Saga: series of local transactions; compensating transactions on failure,databases,Databases
841,Web Dev,JavaScript,Proxy object in JavaScript?,Simple object,Intercepts and customizes operations on another object,CSS proxy,Network proxy,B,JS Proxy intercepts get set and other operations on target object,web_development,Web Development
842,Web Dev,Frontend,Micro-frontends?,Single frontend,Breaking frontend into smaller independent deployable pieces per team,Monolithic UI,Single page,B,Micro-frontends: independent frontend apps composed into single application,web_development,Web Development
843,Web Dev,Backend,HATEOAS?,HTML standard,Hypermedia as Engine of Application State — REST API self-discovery via links,CSS standard,Security protocol,B,HATEOAS: API responses include links to available actions (true REST),web_development,Web Development
844,Web Dev,JavaScript,Event delegation?,Event per element,Single parent listener handling events from multiple child elements,Event removal,Event creation,B,Event delegation uses event bubbling for efficient event handling,web_development,Web Development
845,Web Dev,Security,HTTP Strict Transport Security (HSTS)?,Optional HTTPS,Forces browser to use HTTPS for future connections to domain,HTTP header,Cookie security,B,HSTS header tells browser to always use HTTPS for specified period,web_development,Web Development
846,Web Dev,Frontend,Islands architecture?,Static only,Mix of static HTML with isolated interactive dynamic components,Full SPA,SSR only,B,Islands: static HTML with interactive component islands for performance,web_development,Web Development
847,Web Dev,Backend,Saga orchestration vs choreography?,Same pattern,Orchestration: central coordinator; Choreography: events trigger reactions,No difference,Choreography uses coordinator,B,Orchestration: explicit controller; Choreography: distributed event-driven,web_development,Web Development
848,Web Dev,JavaScript,WeakMap vs Map?,Same structure,WeakMap: weak references allowing GC; Map: strong references,Map is weaker,No difference,B,WeakMap uses weak references enabling GC of keys when no other references,web_development,Web Development
849,Web Dev,Frontend,Rendering strategies: SSR vs CSR vs SSG?,All same,SSR: server-rendered per request; CSR: client JS; SSG: pre-built static,SSR is client-side,No difference,B,SSR: dynamic server render; CSR: browser renders; SSG: pre-rendered at build,web_development,Web Development
850,Web Dev,Security,Prototype pollution?,Memory issue,Attacking JavaScript by modifying Object.prototype to affect all objects,CSS attack,SQL attack,B,Prototype pollution modifies base prototype affecting all objects sharing it,web_development,Web Development
851,Software Eng,Design,Bulkhead pattern?,Load balancing,Isolating components so failure in one doesn't cascade to others,Caching,Routing,B,Bulkhead isolates resources preventing cascading failures (like ship compartments),software_engineering,Software Engineering
852,Software Eng,Quality,Golden path testing?,Happy path,Testing the primary use case and most likely user journey,Edge case testing,Negative testing,B,Golden path tests the most common successful user journey,software_engineering,Software Engineering
853,Software Eng,Design,Outbox pattern?,Email,Ensuring reliable event publication by storing events with business data atomically,Inbox,Message queue,B,Outbox pattern: write events to outbox table atomically ensuring delivery,software_engineering,Software Engineering
854,Software Eng,Models,Site Reliability Engineering (SRE)?,Network reliability,Google's approach to reliability with error budgets SLOs and automation,Security engineering,Database reliability,B,SRE applies software engineering to operations focusing on reliability at scale,software_engineering,Software Engineering
855,Software Eng,Testing,Snapshot testing?,Performance test,Comparing current output to previously captured snapshot for regression detection,Security test,Load test,B,Snapshot testing detects unexpected UI changes by comparing to stored snapshots,software_engineering,Software Engineering
856,Software Eng,Design,Saga vs 2PC in distributed transactions?,Same mechanism,Saga uses eventual consistency; 2PC ensures atomic commitment,No difference,2PC is eventual,B,2PC: blocking atomic; Saga: eventual consistency with compensating transactions,software_engineering,Software Engineering
857,Software Eng,Quality,Mean Time To Recovery (MTTR)?,Deployment time,Average time to restore service after failure,Planning time,Testing time,B,MTTR measures average time from failure detection to service restoration,software_engineering,Software Engineering
858,Software Eng,Requirements,Event storming?,Bug tracking,Collaborative workshop discovering domain events and business processes,Code review,Performance testing,B,Event storming collaboratively maps business domain using domain events,software_engineering,Software Engineering
859,Software Eng,Design,Ambassador pattern?,Proxy,Helper service handling cross-cutting concerns (logging retry) for main service,Cache pattern,Database pattern,B,Ambassador sidecar handles logging retries circuit breaking for main service,software_engineering,Software Engineering
860,Software Eng,Quality,Mean Time Between Failures (MTBF)?,Recovery time,Average time between system failures measuring reliability,Deployment time,Testing time,B,MTBF = total operating time / number of failures (higher = more reliable),software_engineering,Software Engineering
861,AI ML,Basics,Meta-learning?,Standard training,Learning to learn — model adapts quickly to new tasks with few examples,Transfer learning,Clustering,B,Meta-learning trains models to rapidly adapt to new tasks (few-shot learning),ai_ml,AI / Machine Learning and Data Analytics
862,AI ML,Deep Learning,Neural architecture search (NAS)?,Manual design,Automating design of neural network architectures using ML,Random design,Fixed architecture,B,NAS automatically discovers optimal neural network architectures,ai_ml,AI / Machine Learning and Data Analytics
863,AI ML,NLP,Prompt engineering?,Code engineering,Designing effective inputs to guide LLM outputs without fine-tuning,Data engineering,Feature engineering,B,Prompt engineering crafts inputs maximizing LLM performance for tasks,ai_ml,AI / Machine Learning and Data Analytics
864,AI ML,Basics,Catastrophic forgetting?,Normal learning,Neural network forgetting previous tasks when trained on new ones,Data issue,Fast training,B,Catastrophic forgetting: learning new task destroys performance on old tasks,ai_ml,AI / Machine Learning and Data Analytics
